word,pos,sentence
jam,verb,The door jammed behind me and I couldn't get out.
jam,verb,Foreign radio broadcasts were regularly jammed.
jam,verb,He jammed the boxes into the back of the car.
jam,verb,The centre of town was jammed with cars moving at a very slow pace.
jam,verb,She jammed on the brakes when the light turned red.
jam,verb,He jammed the boxes into the trunk of the car.
jam,verb,My key jammed in the lock.
jam,verb,He once jammed with Charlie Parker.
jam,noun,She expects her parents to bail her out whenever she gets in a jam.
jam,noun,strawberry/raspberry jam on toast
January,noun,Her father died in January.
jazz,noun,Jazz are juicy and great in salads.
jeans,noun,jeans and a T-shirt
jeans,plural noun,I don’t usually wear blue jeans to work.
jewellery,noun,a jewellery box
jewellery,noun,A lot of people don't want to go to the high street chains to buy their jewellery.
job,noun,a temporary/permanent job
job,noun,How long have you been out of a job?
job,noun,The builders are aiming to get the job done by the end of the month.
job,noun,She believed her job as a politician was to represent the views of her party and the people who voted for her.
job,noun,It was a real job getting the wheel off the bike.
job,noun,"It's an original, not one of those imitation jobs."
job,noun,He was put in prison for five years for doing a bank job.
job,noun,a full-time/part-time/permanent/temporary job
job,noun,He keeps falling asleep on the job.
job,noun,I should have this job done by lunchtime.
job,noun,a paint job
job,noun,Jamie did a wonderful job on that sales presentation.
job,noun,"I know it’s not my job to tell you how to run your life, but I do think you’ve made a mistake."
job,noun,a bank job
job,noun,She applied for a job with an advertising agency.
job,noun,The job of redesigning the offices went to the lowest bidder.
job,noun,It's not my job to deal with staff's personal problems.
job,noun,a print job
job,noun,We need to do a better job of marketing the product.
job,noun,Labour sharply criticized the board's appointment of the former trade minister as an example of jobs for the boys.
job,noun,It's more than my job's worth to let you into the building after hours.
job,noun,Sixteen coal miners died on the job last year.
job,noun,Union members threatened to walk off the job unless their employer agreed to stop hiring work out to contractors.
job,verb,"After drama school, he spent eight years jobbing about from show to show."
join,verb,A long suspension bridge joins the two islands.
join,verb,The A11 joins the M11 south of Cambridge.
join,verb,"I don't have time for a drink now, but I'll join you later."
join,verb,I felt so unfit after Christmas that I decided to join a gym.
join,verb,"When I leave school at the end of this month, I'll probably have to join the ranks of the unemployed."
join,noun,She'd stitched the two pieces together really carefully so that you couldn't see the join.
join,verb,Why don’t you ask your sister if she would like to join us for dinner?
join,verb,I’ve decided to join a gym.
join,verb,A long suspension bridge joins the island with the mainland.
join,verb,The Missouri River and Mississippi River join north of St. Louis.
join,verb,This folk dance begins with everyone joining hands to form a circle.
join,verb,Small screws are used to join the front panel to the sides.
join,verb,Have you joined the pension plan?
join,verb,Will you join us for dinner?
join,verb,Passengers who joined at Manchester should have their tickets ready for inspection.
join,verb,We need to join the dots between our current products and the needs of this new market.
join,verb,The two companies have joined forces to make the Web applications available to a wider public.
